Ano;Período;Tipo Avaliacao;Professor;Departamento;Disciplina;Turma;A turma se mostrou motivada para estudar a disciplina.;A turma teve facilidade para acompanhar acompanhar as atividades da disciplina;A turma se empenhou em acompanhar as atividades da disciplina.;Você apresentou plano de ensino contendo: ementa, objetivos, metodologias de ensino, critérios de avaliação, conteúdos e bibliografia da disciplina.;Os conteúdos trabalhados na disciplina foram coerentes com os que foram apresentados no plano de ensino.;Você deu retorno sobre todas as avaliações realizadas: correções, discussão dos pontos principais, esclarecimentos sobre os erros cometidos.;Os recursos didáticos, audiovisuais, tecnológicos empregados pelo(a) docente contribuíram para que a aula fosse mais produtiva.;Você cumpriu a carga horária prevista no semestre para a disciplina.;O grau de dificuldade das avaliações foi compatível com as aulas ministradas.;A disciplina contribuiu na preparação para o exercício profissional.;A disciplina contribuiu para a aquisição de formação teórica/prática na área. ;A disciplina contribuiu para a aquisição de cultura geral.;Você dispôs de horário de atendimento extra-classe.; As notas de todas as avaliações parciais foram divulgadas no SIGA até 3 (três) dias antes da data da avaliação subsequente, conforme determina o RAG. ;Você manteve um comportamento respeitoso e cortês em relação aos discentes.
2019;3;DOCENTE_TURMA;7619D88D2D17F4434C1E6A3C748ED2D9;DEPTO DE ENGENHARIA DE PRODUÇÃO E MECÂNICA;2095711ADEE8013A805E7549E6A74F6A;AA;0;0;0;5;5;5;0;5;5;5;5;0;5;5;5
2019;3;DOCENTE_TURMA;080362C92F19CA58D0E35E9FE8FB5B04;DEPTO DE ENGENHARIA DE PRODUÇÃO E MECÂNICA;E4FFC572ECA9EE9325EDF9943D72C5E9;A;2;3;2;3;4;3;4;4;5;5;4;4;3;0;5
2019;3;DOCENTE_TURMA;080362C92F19CA58D0E35E9FE8FB5B04;DEPTO DE ENGENHARIA DE PRODUÇÃO E MECÂNICA;42DC0FAFE5A26C578A30ABB9FA649028;C;4;4;4;3;4;3;4;4;5;5;4;4;3;0;5
2019;3;DOCENTE_TURMA;24DF2BBF28455EA6F4E33F1AFAC4798F;DEPTO DE ENGENHARIA DE PRODUÇÃO E MECÂNICA;B58F8BE80E690925A0793FDF72FBECFF;A;3;4;3;5;5;5;4;5;5;5;5;5;4;5;5
2019;3;DOCENTE_TURMA;24DF2BBF28455EA6F4E33F1AFAC4798F;DEPTO DE ENGENHARIA DE PRODUÇÃO E MECÂNICA;209B79B553F01F3D6F3DF7F2FEA6E2A9;A;3;4;3;5;5;5;4;5;5;5;5;5;4;5;5
2019;3;DOCENTE_TURMA;93ABD36C391EC491E346A68FCC2B94A3;DEPTO DE CONSTRUCAO CIVIL /ENG;B75E63024E6E61CAA28F3900C336EA77;A;3;4;4;5;5;5;5;5;5;1;1;5;5;0;5
2019;3;DOCENTE_TURMA;93ABD36C391EC491E346A68FCC2B94A3;DEPTO DE CONSTRUCAO CIVIL /ENG;3480D53143CFBC36850014DFD7403886;A;5;4;5;5;5;5;5;5;5;5;5;5;5;0;5
2019;3;DOCENTE_TURMA;93ABD36C391EC491E346A68FCC2B94A3;DEPTO DE CONSTRUCAO CIVIL /ENG;DD8C73901C2A8043822C5FC9353E19B7;A;5;5;5;5;5;5;5;5;5;5;5;5;5;0;5
2019;3;DOCENTE_TURMA;93ABD36C391EC491E346A68FCC2B94A3;DEPTO DE CONSTRUCAO CIVIL /ENG;DD8C73901C2A8043822C5FC9353E19B7;B;5;5;5;5;5;5;5;5;5;5;5;5;5;0;5
2019;3;DOCENTE_TURMA;4FB2ACECF8699C1F26EFDEFCCCA38E8E;DEPTO DE ESTATISTICA /ICE;70234A18873B89C91007EF87223A2675;A;5;4;4;5;5;3;4;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;EE76A2F050D2E98CEFCC31746A501E12;DEPTO DE ESTATISTICA /ICE;C5818CF916927EE019D2D0E38C5476CF;A;3;5;3;5;5;5;4;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;EE76A2F050D2E98CEFCC31746A501E12;DEPTO DE ESTATISTICA /ICE;C5818CF916927EE019D2D0E38C5476CF;B;3;5;3;5;5;5;4;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;F5FB36EB30A5AB1EC7E2C21497CC3032;DEPTO DE ESTATISTICA /ICE;63B6BFBFEFDCA3757BE1EAAD2E4C263E;A;5;5;5;5;4;5;4;5;5;4;4;4;5;5;5
2019;3;DOCENTE_TURMA;F5FB36EB30A5AB1EC7E2C21497CC3032;DEPTO DE ESTATISTICA /ICE;63B6BFBFEFDCA3757BE1EAAD2E4C263E;C;4;3;2;5;3;5;3;5;5;3;3;3;5;5;5
2019;3;DOCENTE_TURMA;F5FB36EB30A5AB1EC7E2C21497CC3032;DEPTO DE ESTATISTICA /ICE;343FD0969E2C2D6E0979F8BA21CD7E91;A;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;F5FB36EB30A5AB1EC7E2C21497CC3032;DEPTO DE ESTATISTICA /ICE;496FEFAFD7D8799826B22A8B30AC054C;B;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;11060C449AAB3EA09325417C2465D384;DEPTO DE MECANICA APLICADA E COMPUTACIONAL;EE902345B7AF4D3B19CB051A500FE3EF;A;3;5;4;5;5;5;5;5;5;5;5;5;4;5;5
2019;3;DOCENTE_TURMA;11060C449AAB3EA09325417C2465D384;DEPTO DE MECANICA APLICADA E COMPUTACIONAL;EE902345B7AF4D3B19CB051A500FE3EF;B;3;5;4;5;5;5;5;5;5;5;5;5;4;5;5
2019;3;DOCENTE_TURMA;11060C449AAB3EA09325417C2465D384;DEPTO DE MECANICA APLICADA E COMPUTACIONAL;EE902345B7AF4D3B19CB051A500FE3EF;D;4;5;4;5;5;5;5;5;5;5;5;5;4;5;5
2019;3;DOCENTE_TURMA;11060C449AAB3EA09325417C2465D384;DEPTO DE MECANICA APLICADA E COMPUTACIONAL;558C5705DA09137790291B1870A9B031;A;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5
2019;3;DOCENTE_TURMA;190173B26CB64F726DC08D9EA7209DD5;DEPTO CIENCIAS FARMACEUTICAS;B3627A0CC9597895ADC40882AD87082A;A;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
2019;3;DOCENTE_TURMA;5E3258340B005207C9551BB07FE6010D;DEPTO DE FISICA /ICE;B4D278F77CDB9A645725C8DE187945BD;A;1;2;1;5;5;5;0;5;3;2;5;0;5;5;5
2019;3;DOCENTE_TURMA;5E3258340B005207C9551BB07FE6010D;DEPTO DE FISICA /ICE;A34666121C99163D498473B0A021337E;A;4;3;4;5;5;4;0;5;4;3;5;0;5;5;5
2019;3;DOCENTE_TURMA;3032D6455305932FB52A10507731B019;DEPTO DE FISICA /ICE;E37773947E7051474AEC6B0B9A948E39;A;4;4;3;4;5;4;4;5;5;4;4;5;4;5;5
2019;3;DOCENTE_TURMA;3032D6455305932FB52A10507731B019;DEPTO DE FISICA /ICE;CDDC9C2937A7307F3BEC09A0111EEE93;B;2;2;2;5;5;4;3;4;5;3;3;3;4;5;5
2019;3;DOCENTE_TURMA;8D30710946192FA92C37D52F9A5AE46C;DEPTO DE FISICA /ICE;50090FDBE68453BE2DF0B05CFA5BEF3E;H;2;2;3;3;5;4;5;5;5;4;4;3;4;5;5
2019;3;DOCENTE_TURMA;8D30710946192FA92C37D52F9A5AE46C;DEPTO DE FISICA /ICE;50090FDBE68453BE2DF0B05CFA5BEF3E;L;2;2;3;3;5;4;5;5;5;4;4;3;4;5;5
2019;3;DOCENTE_TURMA;8D30710946192FA92C37D52F9A5AE46C;DEPTO DE FISICA /ICE;9059E38EC5D22C3CB1863B83B91E04FD;B;2;2;2;3;5;4;5;5;2;4;4;3;4;5;5
2019;3;DOCENTE_TURMA;D9E6DBFCCB93B08517D850D614CC1422;DEPTO DE FISICA /ICE;A4983829DC3BFB5E2DC83207373C702E;A;2;3;2;5;4;5;1;5;5;5;5;3;5;1;5
2019;3;DOCENTE_TURMA;B7F4185CCDCCFAD075EA43EDECC710C9;DEPTO DE FISICA /ICE;13F6EC841FB8AB100EBE3E01B42BE83D;A;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5
2019;3;DOCENTE_TURMA;9A13C591AE4CA3BB141B01DF2D27B241;DEPTO DE FISICA /ICE;CDDC9C2937A7307F3BEC09A0111EEE93;A;4;4;3;5;5;5;3;5;5;4;4;4;5;5;5
2019;3;DOCENTE_TURMA;9A13C591AE4CA3BB141B01DF2D27B241;DEPTO DE FISICA /ICE;50090FDBE68453BE2DF0B05CFA5BEF3E;O;4;4;4;4;5;5;4;5;5;3;4;3;4;5;5
2019;3;DOCENTE_TURMA;9A13C591AE4CA3BB141B01DF2D27B241;DEPTO DE FISICA /ICE;4FAB7B8F3C0D763BD497C66E72896204;C;4;4;4;5;5;5;4;5;5;4;4;4;4;5;5
2019;3;DOCENTE_TURMA;285F0C598961204F02FADAE1363275CC;DEPTO DE CONSTRUCAO CIVIL /ENG;A7838FC1DE3CD5F57EE524985D215FFF;A;3;4;2;5;5;4;5;5;5;5;5;3;5;5;5
2019;3;DOCENTE_TURMA;285F0C598961204F02FADAE1363275CC;DEPTO DE CONSTRUCAO CIVIL /ENG;E5B0181C0049AC53101CC18E149103F6;A;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5
2019;3;DOCENTE_TURMA;D1C82A1D3AA4CC8D46D83BB5DF5C401C;DEPTO DE CIRCUITOS ELETRICOS /ENG;F4744559EC054B2B3F37056EC2548A41;A;3;4;3;5;5;5;4;5;5;5;5;2;3;5;5
2019;3;DOCENTE_TURMA;D1C82A1D3AA4CC8D46D83BB5DF5C401C;DEPTO DE CIRCUITOS ELETRICOS /ENG;F4744559EC054B2B3F37056EC2548A41;B;4;4;3;5;5;5;4;5;5;5;5;2;3;5;5
2019;3;DOCENTE_TURMA;2846D692059540550DAC01DE50A79FA0;DEPTO DE CLINICA ODONTOLOGICA /ODON;D321266BBA2EA7F261BDAC34DC18B01B;T;5;4;4;5;5;5;5;5;5;5;5;0;5;5;5
2019;3;DOCENTE_TURMA;2846D692059540550DAC01DE50A79FA0;DEPTO DE CLINICA ODONTOLOGICA /ODON;D16D5DDAE6977E33518C6675CD1A143E;T;5;4;4;5;5;5;5;5;5;5;5;0;5;5;5
2019;3;DOCENTE_TURMA;2846D692059540550DAC01DE50A79FA0;DEPTO DE CLINICA ODONTOLOGICA /ODON;4D936ACF6F03DE6EFB529BAA94D40E69;T;5;4;4;5;5;5;5;5;5;5;5;0;5;5;5
2019;3;DOCENTE_TURMA;2846D692059540550DAC01DE50A79FA0;DEPTO DE CLINICA ODONTOLOGICA /ODON;36292620EF1F8BBF32CC61CCFC1816EA;T;5;4;4;5;5;5;5;5;5;5;5;0;5;5;5
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
2019;3;DOCENTE_TURMA;2846D692059540550DAC01DE50A79FA0;DEPTO DE CLINICA ODONTOLOGICA /ODON;0BB5DF6381E648D3B093D669791649BE;A;5;4;4;5;5;5;5;5;5;5;5;0;5;5;5
2019;3;DOCENTE_TURMA;2846D692059540550DAC01DE50A79FA0;DEPTO DE CLINICA ODONTOLOGICA /ODON;0BB5DF6381E648D3B093D669791649BE;B;5;4;4;5;5;5;5;5;5;5;5;0;5;5;5
2019;3;DOCENTE_TURMA;2846D692059540550DAC01DE50A79FA0;DEPTO DE CLINICA ODONTOLOGICA /ODON;0BB5DF6381E648D3B093D669791649BE;C;5;4;4;5;5;5;5;5;5;5;5;0;5;5;5
2019;3;DOCENTE_TURMA;2846D692059540550DAC01DE50A79FA0;DEPTO DE CLINICA ODONTOLOGICA /ODON;0BB5DF6381E648D3B093D669791649BE;D;5;4;4;5;5;5;5;5;5;5;5;0;5;5;5
2019;3;DOCENTE_TURMA;9C08296F1D08A1E8C5A7E40FF04E8177;DEPTO DE CLINICA ODONTOLOGICA /ODON;B89977ABF0CB4CF62EDC1AB787BE1992;T;4;3;4;5;4;4;4;5;4;4;5;0;4;5;5
2019;3;DOCENTE_TURMA;9C08296F1D08A1E8C5A7E40FF04E8177;DEPTO DE CLINICA ODONTOLOGICA /ODON;E490FA43CFDD953A03C4F30BF5835200;T;4;4;4;5;5;4;4;5;4;4;5;0;4;5;5
2019;3;DOCENTE_TURMA;9C08296F1D08A1E8C5A7E40FF04E8177;DEPTO DE CLINICA ODONTOLOGICA /ODON;D321266BBA2EA7F261BDAC34DC18B01B;T;4;3;2;5;4;4;4;5;4;4;5;0;4;5;5
2019;3;DOCENTE_TURMA;9C08296F1D08A1E8C5A7E40FF04E8177;DEPTO DE CLINICA ODONTOLOGICA /ODON;D16D5DDAE6977E33518C6675CD1A143E;T;5;4;4;5;5;4;4;5;4;4;5;0;4;5;5
2019;3;DOCENTE_TURMA;9C08296F1D08A1E8C5A7E40FF04E8177;DEPTO DE CLINICA ODONTOLOGICA /ODON;4D936ACF6F03DE6EFB529BAA94D40E69;T;5;4;4;5;5;4;4;5;4;4;5;0;4;5;5
2019;3;DOCENTE_TURMA;9C08296F1D08A1E8C5A7E40FF04E8177;DEPTO DE CLINICA ODONTOLOGICA /ODON;36292620EF1F8BBF32CC61CCFC1816EA;T;4;3;3;5;4;4;4;5;4;4;5;0;4;5;5
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
2019;3;DOCENTE_TURMA;9C08296F1D08A1E8C5A7E40FF04E8177;DEPTO DE CLINICA ODONTOLOGICA /ODON;0BB5DF6381E648D3B093D669791649BE;A;4;3;3;5;4;4;4;5;4;4;5;0;4;5;5
2019;3;DOCENTE_TURMA;9C08296F1D08A1E8C5A7E40FF04E8177;DEPTO DE CLINICA ODONTOLOGICA /ODON;0BB5DF6381E648D3B093D669791649BE;B;4;3;3;5;4;4;4;5;4;4;5;0;4;5;5
2019;3;DOCENTE_TURMA;9C08296F1D08A1E8C5A7E40FF04E8177;DEPTO DE CLINICA ODONTOLOGICA /ODON;0BB5DF6381E648D3B093D669791649BE;C;4;3;3;4;4;4;4;5;4;4;5;0;4;5;5
2019;3;DOCENTE_TURMA;9C08296F1D08A1E8C5A7E40FF04E8177;DEPTO DE CLINICA ODONTOLOGICA /ODON;0BB5DF6381E648D3B093D669791649BE;D;4;3;3;5;4;4;4;5;4;4;5;0;4;5;5
2019;3;DOCENTE_TURMA;9C64ACA2992692B45BC65A004D571D3E;DEPTO DE CLINICA ODONTOLOGICA /ODON;A88DBB379D1F8661E8FC17B3BF32FE92;T;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;9C64ACA2992692B45BC65A004D571D3E;DEPTO DE CLINICA ODONTOLOGICA /ODON;4D936ACF6F03DE6EFB529BAA94D40E69;T;3;3;4;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;9C64ACA2992692B45BC65A004D571D3E;DEPTO DE CLINICA ODONTOLOGICA /ODON;A8A8E5FB62A1C860910CE0F36BE99E41;T;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
2019;3;DOCENTE_TURMA;9C64ACA2992692B45BC65A004D571D3E;DEPTO DE CLINICA ODONTOLOGICA /ODON;324B80877D6AE2D6090332B0AB38E1AB;A;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;9C64ACA2992692B45BC65A004D571D3E;DEPTO DE CLINICA ODONTOLOGICA /ODON;324B80877D6AE2D6090332B0AB38E1AB;B;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;9C64ACA2992692B45BC65A004D571D3E;DEPTO DE CLINICA ODONTOLOGICA /ODON;324B80877D6AE2D6090332B0AB38E1AB;C;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;9C64ACA2992692B45BC65A004D571D3E;DEPTO DE CLINICA ODONTOLOGICA /ODON;324B80877D6AE2D6090332B0AB38E1AB;D;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;921FA3F8406044FDE4957F311FB65A82;DEPTO DE CLINICA MEDICA /MED;3D354D195481BB9D5F88EE842C8B7620;A;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;68041E5968DB87513060F76F2D9A0CEA;DEPTO DE CLINICA MEDICA /MED;03FC3A10690676E264BD9514DCAD092A;A;4;4;5;5;5;5;4;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;9D60D673F4D3479871421BC3C25D90BC;DEPTO DE CLINICA MEDICA /MED;065F98D1856F9377D027EF81273F0197;A;4;5;4;5;5;5;3;5;5;4;5;3;3;3;5
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
2019;3;DOCENTE_TURMA;47BC1C38CEA172DBBDA28E05F3BAAD60;DEPTO DE FILOSOFIA /ICHL;AF0045044AE60578F835126F540D8E65;A;4;4;4;5;5;5;3;5;5;5;5;5;2;1;5
2019;3;DOCENTE_TURMA;47BC1C38CEA172DBBDA28E05F3BAAD60;DEPTO DE FILOSOFIA /ICHL;2EF668666C0168124F90BDCA4BDDAC4B;A;4;4;4;5;5;5;3;5;5;5;5;5;2;1;5
2019;3;DOCENTE_TURMA;47BC1C38CEA172DBBDA28E05F3BAAD60;DEPTO DE FILOSOFIA /ICHL;6175B3EB546E5B05C9964DA953A654D4;A;3;2;3;5;5;5;3;5;5;5;5;5;2;1;5
2019;3;DOCENTE_TURMA;47BC1C38CEA172DBBDA28E05F3BAAD60;DEPTO DE FILOSOFIA /ICHL;D23F3A56E5CDC9DBA68E780B204A3FC0;A;3;2;3;5;5;5;3;5;5;5;5;5;2;1;5
2019;3;DOCENTE_TURMA;DE4058577275C3326DEAE2282C9198F6;DEPTO DE CIENCIA DA COMPUTACAO /ICE;1C342ED2E4F89813DE41C308AB3F0CE1;D;4;4;4;5;5;5;5;5;5;5;5;4;5;5;5
2019;3;DOCENTE_TURMA;DE4058577275C3326DEAE2282C9198F6;DEPTO DE CIENCIA DA COMPUTACAO /ICE;CE9E5D6ED2010B8125B856605BCE065D;A;4;4;4;5;5;5;5;5;5;5;5;4;5;5;5
2019;3;DOCENTE_TURMA;DE4058577275C3326DEAE2282C9198F6;DEPTO DE CIENCIA DA COMPUTACAO /ICE;5F514993F77DB8F850936394060D9EA5;HH;5;4;5;5;5;5;5;5;5;5;5;4;5;5;5
2019;3;DOCENTE_TURMA;2F448382C5CB080201AF6FA286BF5472;DEPTO DESPORTOS / EFID;1F04F0DD26B8CA0EB0C6173A869EB3C5;A;5;5;5;5;5;4;5;5;5;5;5;5;4;5;5
2019;3;DOCENTE_TURMA;2F448382C5CB080201AF6FA286BF5472;DEPTO DESPORTOS / EFID;FB7771B42DBD3B353FA13B57C1BABE67;A;5;4;5;5;5;4;5;5;5;5;4;4;4;5;5
2019;3;DOCENTE_TURMA;2F448382C5CB080201AF6FA286BF5472;DEPTO DESPORTOS / EFID;E082CCA30CDC8F3D6DEE1FA2CF85D2B1;A;5;4;5;5;5;5;5;5;5;4;4;4;4;5;5
2019;3;DOCENTE_TURMA;EFB255B42FCCF17DDFF736196A36F150;DEPTO DESPORTOS / EFID;F96E9AADAFE82955AAA411A07215B42A;A;5;5;5;4;4;4;5;5;5;5;4;;5;5;5
2019;3;DOCENTE_TURMA;EFB255B42FCCF17DDFF736196A36F150;DEPTO DESPORTOS / EFID;1F04F0DD26B8CA0EB0C6173A869EB3C5;E;4;4;3;4;4;4;5;5;5;4;4;;5;5;5
2019;3;DOCENTE_TURMA;9D98E4CE072B93D413A486C04CFDD172;DEPTO CIENCIAS FARMACEUTICAS;399E28ADFF062AD0FE1B20809DBA9B76;A;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;9D98E4CE072B93D413A486C04CFDD172;DEPTO CIENCIAS FARMACEUTICAS;B2ED6C1088AD37A356A3F7E60A78893A;A;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;17C62BDED10F0C5A2843642A5F0A069B;DEPTO CIENCIAS FARMACEUTICAS;A6F083E272C32AC6A471EE32F99C3CEA;A;4;4;5;5;5;5;4;5;3;5;4;;5;5;5
2019;3;DOCENTE_TURMA;07346A1656785A8871F041CC46B43A79;DEPARTAMENTO DE EDUCAÇÃO;6AC2FBCCC9DA44652D9E23E95786CAD5;A;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5
2019;3;DOCENTE_TURMA;B2295D00F0855588EB0F2596893B0758;DEPTO DE ARTES /IAD;0848FAF0BCB712D16559AD498CF67487;A;5;4;5;5;5;3;5;5;5;5;5;5;4;3;5
2019;3;DOCENTE_TURMA;B2295D00F0855588EB0F2596893B0758;DEPTO DE ARTES /IAD;1E89A5E3F4726B9C1C714CDF056CE854;A;5;5;5;5;5;3;5;5;5;5;5;5;4;3;5
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
2019;3;DOCENTE_TURMA;7A4907CA29E238D3E48AA479FC3B75B5;DEPTO DE PROJ., HISTÓRIA E TEORIA DA ARQUIT, E DO URBANISMO;B417D5B0B2C5449CF80B9E9139B6082A;A;5;0;5;5;5;5;4;5;5;5;5;5;5;4;5
2019;3;DOCENTE_TURMA;A1E0082167DB482B513DC1D4E1030110;DEPTO DE PROJ., REP. E TEC. DA ARQUITETURA E DO URBANISMO;946F0A159E303C029E4F611B4E1370A1;A;3;2;4;5;4;5;5;5;5;5;5;5;5;0;5
2019;3;DOCENTE_TURMA;A1E0082167DB482B513DC1D4E1030110;DEPTO DE PROJ., REP. E TEC. DA ARQUITETURA E DO URBANISMO;8C7E7C67C28924D7996CBB4A4AC6CD80;B;4;3;5;5;4;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;683AC2BEE31BBE848281F3DCB3A50866;DEPTO DE BIOLOGIA /ICB;731055FFF28AFB63A4DB5EC98EF77C4A;A;3;3;3;5;5;5;3;5;5;4;3;4;5;5;5
2019;3;DOCENTE_TURMA;683AC2BEE31BBE848281F3DCB3A50866;DEPTO DE BIOLOGIA /ICB;7EC276CA54578817AB83112875D98668;A;5;3;4;5;5;5;5;5;5;5;5;3;5;5;5
2019;3;DOCENTE_TURMA;683AC2BEE31BBE848281F3DCB3A50866;DEPTO DE BIOLOGIA /ICB;3045B3BA3FEFE824012C9269EC7E167E;A;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;A78B6638C5F7F115A26953B12EA63D2E;DEPTO DE BIOLOGIA /ICB;CB7A164FB5D92E0A223E03B86B6ADD4E;A;4;3;3;5;5;5;4;5;5;4;5;4;5;5;5
2019;3;DOCENTE_TURMA;CC749479839891F3F4C5B736731D492C;DEPTO DE CONSTRUCAO CIVIL /ENG;B09B4CEC941B3480AE64C8D29418C915;A;4;3;4;5;5;5;5;5;5;5;5;5;4;5;5
2019;3;DOCENTE_TURMA;189BAFC2A6B2550B3252B9593890E3BC;DEPTO DE CONSTRUCAO CIVIL /ENG;1FC5DD18056D20BF9E88ACD5FE0BFE15;B;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;189BAFC2A6B2550B3252B9593890E3BC;DEPTO DE CONSTRUCAO CIVIL /ENG;6F681CF6709C5AC5E84A99CCA67DED2E;A;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;63CE0B49B3C72F68FF475BE6BCAEA98E;DEPTO DE BOTANICA /ICB;2334850E96834567ECA38436B28B7750;A;4;4;4;5;5;5;5;5;5;4;5;5;5;5;5
2019;3;DOCENTE_TURMA;63CE0B49B3C72F68FF475BE6BCAEA98E;DEPTO DE BOTANICA /ICB;BEDE692F901A1B0E90AB62A258977C00;A;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;3B32F9C23F3943EB06774D4605E00187;DEPTO BIOQUIMICA /ICB;BBA5D9ED934BD912C8F7A0F0584163C7;A;4;4;5;5;5;4;4;5;5;5;5;3;5;5;5
2019;3;DOCENTE_TURMA;17E16D3D8B6CAC584E9767FBFC66DC14;DEPTO BIOQUIMICA /ICB;19557139C258F455F519B0883A92C1F3;A;4;4;4;4;5;4;5;5;5;5;5;4;5;5;5
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
2019;3;DOCENTE_TURMA;7BFBB2A0E0584EC77C0AA215E21B6AF9;DEP DE DIREITO PUBLICO FORMAL ETICA PROFISSIONAL;34072D8D3082A2FFF3F20C43AA06245A;M;4;5;5;5;5;4;5;5;5;5;5;4;3;0;5
2019;3;DOCENTE_TURMA;7BFBB2A0E0584EC77C0AA215E21B6AF9;DEP DE DIREITO PUBLICO FORMAL ETICA PROFISSIONAL;34072D8D3082A2FFF3F20C43AA06245A;F;5;5;5;5;5;4;5;5;5;5;5;4;3;0;5
2019;3;DOCENTE_TURMA;7BFBB2A0E0584EC77C0AA215E21B6AF9;DEP DE DIREITO PUBLICO FORMAL ETICA PROFISSIONAL;EA6991C1E584348CAE5BBCB9B84BE8AF;E;5;5;5;5;5;4;5;5;5;5;5;4;3;0;5
2019;3;DOCENTE_TURMA;A7647323F6F0F864BBE1FAE2173C8B52;DEPTO DE TURISMO / ICH;CA4498653F10540B7212BF47DA28E15D;A;3;4;2;5;5;4;5;5;5;5;5;5;4;3;5
2019;3;DOCENTE_TURMA;A7647323F6F0F864BBE1FAE2173C8B52;DEPTO DE TURISMO / ICH;8E88EA9B64023DEBD18AFE35D05CD619;A;2;4;2;4;5;5;5;4;5;5;5;5;4;3;5
2019;3;DOCENTE_TURMA;A7647323F6F0F864BBE1FAE2173C8B52;DEPTO DE TURISMO / ICH;520CEE632B027A5DC2C6B4E40113E924;A;2;4;2;4;5;5;5;4;5;5;5;5;4;3;5
2019;3;DOCENTE_TURMA;3A6BF6609394771433C7AAC5D94368D8;DEPTO DE PARASITOLOGIA, MICROBIOLOGIA E IMUNOLOGIA;94C43812DD0F9125E2A0779E5EF6495C;A;4;5;4;5;5;5;5;5;5;5;5;4;5;5;5
2019;3;DOCENTE_TURMA;3A6BF6609394771433C7AAC5D94368D8;DEPTO DE PARASITOLOGIA, MICROBIOLOGIA E IMUNOLOGIA;D431F25F0C8B81EA71C6F7774FF44D34;B;4;3;4;5;5;5;5;5;5;5;5;4;5;5;5
