Ano;Período;Tipo Avaliacao;Professor;Departamento;Disciplina;Turma;Cursos;A turma se mostrou motivada para estudar a disciplina.;A turma teve facilidade para acompanhar acompanhar as atividades da disciplina;A turma se empenhou em acompanhar as atividades da disciplina.;Você apresentou plano de ensino contendo: ementa, objetivos, metodologias de ensino, critérios de avaliação, conteúdos e bibliografia da disciplina.;Os conteúdos trabalhados na disciplina foram coerentes com os que foram apresentados no plano de ensino.;Você deu retorno sobre todas as avaliações realizadas: correções, discussão dos pontos principais, esclarecimentos sobre os erros cometidos.;Os recursos didáticos, audiovisuais, tecnológicos empregados pelo(a) docente contribuíram para que a aula fosse mais produtiva.;Você cumpriu a carga horária prevista no semestre para a disciplina.;O grau de dificuldade das avaliações foi compatível com as aulas ministradas.;A disciplina contribuiu na preparação para o exercício profissional.;A disciplina contribuiu para a aquisição de formação teórica/prática na área. ;A disciplina contribuiu para a aquisição de cultura geral.;Você dispôs de horário de atendimento extra-classe.; As notas de todas as avaliações parciais foram divulgadas no SIGA até 3 (três) dias antes da data da avaliação subsequente, conforme determina o RAG. ;Você manteve um comportamento respeitoso e cortês em relação aos(às) discentes.
2018;3;DOCENTE_TURMA;0F79F0E67FAF572C53273F4B615C1E28;DEPARTAMENTO DE ANATOMIA;5E77D919B7A28F0635631EAC6A175BCD;A;16A;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5
2018;3;DOCENTE_TURMA;0F79F0E67FAF572C53273F4B615C1E28;DEPARTAMENTO DE ANATOMIA;9B90C2A83391770C3525AD0FC4DFF933;A;16A;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5
2018;3;DOCENTE_TURMA;0CD8E3C201E13D6168529BB2A3B2DAC8;DEPTO DE SAUDE COLETIVA/MED;70358D0D9D14AFC05DD04FB47EC830C4;A;CDARA|15A|55A|65D;4;4;4;4;4;3;3;5;5;5;5;5;4;3;5
2018;3;DOCENTE_TURMA;0CD8E3C201E13D6168529BB2A3B2DAC8;DEPTO DE SAUDE COLETIVA/MED;70358D0D9D14AFC05DD04FB47EC830C4;C;CDARA|15A;4;4;4;4;4;3;3;5;5;5;5;5;4;3;5
2018;3;DOCENTE_TURMA;0CD8E3C201E13D6168529BB2A3B2DAC8;DEPTO DE SAUDE COLETIVA/MED;BC40440B394EFEA5AEC8AD7F6584F24D;A;15A|15B|55A|65D;4;4;4;4;4;4;4;5;5;5;5;5;4;3;5
2018;3;DOCENTE_TURMA;0CD8E3C201E13D6168529BB2A3B2DAC8;DEPARTAMENTO DE MEDICINA VETERINÁRIA;78305B3D941A9F7B0DE0FC86E6BA95C3;A;87A;4;4;4;4;4;4;4;5;5;5;5;5;4;3;5
2018;3;DOCENTE_TURMA;03413AF10CB67B515C4730202781F3AA;DEPTO DE PSICOLOGIA /ICH;1F7A923A3C41438A7135390A58FC97E3;A;19A|32A|68A|72A|73A;4;4;4;5;5;5;5;5;4;5;5;4;4;4;5
2018;3;DOCENTE_TURMA;03413AF10CB67B515C4730202781F3AA;DEPTO DE PSICOLOGIA /ICH;375C0C8A0AF4436AAFAD32AB12FCB734;M;32A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;3;DOCENTE_TURMA;03413AF10CB67B515C4730202781F3AA;DEPTO DE PSICOLOGIA /ICH;A4824606730B6493AA2FF3BA819DDF65;M;32A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;3;DOCENTE_TURMA;03413AF10CB67B515C4730202781F3AA;DEPTO DE PSICOLOGIA /ICH;9639B6C8CA9B99DCEDA3BCF50F85CEF2;M;32A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;3;DOCENTE_TURMA;03413AF10CB67B515C4730202781F3AA;DEPTO DE PSICOLOGIA /ICH;45661364A5962E1E16B158F4D36E65AE;M;32A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;3;DOCENTE_TURMA;FB1BA7F016DDE99E3FCC0248184278BC;DEPTO DE QUIMICA /ICE;035DA4C5638FFF02F2F1A4EF8B670AC9;A;65AG|65G;3;2;3;5;5;5;5;5;5;5;5;5;5;4;5
2018;3;DOCENTE_TURMA;01F1FF1B76AFA9A864E428A2DD9C23DD;DEPTO DE QUIMICA /ICE;2351E7DA2CBBEB72156578DC87FB28BA;A;CDARA|07A|23A;4;3;4;5;5;5;4;5;4;4;5;5;5;5;5
2018;3;DOCENTE_TURMA;01F1FF1B76AFA9A864E428A2DD9C23DD;DEPTO DE QUIMICA /ICE;2E1BFFFE14B49A30D0AB1688CBAFB14C;E;CDARA|49A|67A|69B|71A;4;3;3;5;5;5;4;5;4;4;5;4;5;4;5
2018;3;DOCENTE_TURMA;01F1FF1B76AFA9A864E428A2DD9C23DD;DEPTO DE QUIMICA /ICE;2E1BFFFE14B49A30D0AB1688CBAFB14C;F;CDARA|71A;3;2;2;5;5;5;4;5;4;5;5;4;5;4;5
2018;3;DOCENTE_TURMA;01F1FF1B76AFA9A864E428A2DD9C23DD;DEPTO DE QUIMICA /ICE;86F78B72F72C1EEFEE1F433D5240E946;N;24A|65A|71A;4;4;4;5;5;5;4;5;4;4;5;4;5;4;5
2018;3;DOCENTE_TURMA;721E15AC333365423C5E76518EE344AF;DEPTO DE QUIMICA /ICE;7B1AA1DDC6BC61898791DB385F81E780;A;65A|65G|65G-ABI|83A;2;2;2;5;5;5;4;5;5;5;5;5;5;5;5
2018;3;DOCENTE_TURMA;721E15AC333365423C5E76518EE344AF;DEPTO DE QUIMICA /ICE;E4A3C99DE942982599C612D5E0E7493B;B;07A;5;5;5;5;5;5;4;5;5;3;3;5;5;5;5
2018;3;DOCENTE_TURMA;721E15AC333365423C5E76518EE344AF;DEPTO DE QUIMICA /ICE;E4A3C99DE942982599C612D5E0E7493B;C;07A;1;1;2;5;5;5;4;5;5;3;3;5;5;5;5
2018;3;DOCENTE_TURMA;721E15AC333365423C5E76518EE344AF;DEPTO DE QUIMICA /ICE;E4A3C99DE942982599C612D5E0E7493B;D;07A;4;4;4;5;5;5;4;5;5;3;3;5;5;5;5
2018;3;DOCENTE_TURMA;BC57337C0BC2BC43CB716AE2306A27F8;DEPTO DE QUIMICA /ICE;7B1AA1DDC6BC61898791DB385F81E780;A;65A|65G|65G-ABI|83A;4;3;4;5;5;5;4;5;5;5;4;4;5;4;5
2018;3;DOCENTE_TURMA;BC57337C0BC2BC43CB716AE2306A27F8;DEPTO DE QUIMICA /ICE;F52906EEE302CB2CFBD867361B951BC6;C;65G|83A;4;4;5;5;5;5;4;5;5;5;4;4;5;4;5
2018;3;DOCENTE_TURMA;D59286A9668A013A05A0FBA408E068EF;DEPTO DE TRANSPORTES E GEOTECNIA -TRN;B0AB942FBCF19576CF55A3C27981A192;A;24A;4;3;4;5;5;4;5;5;5;5;5;3;5;5;5
2018;3;DOCENTE_TURMA;D59286A9668A013A05A0FBA408E068EF;DEPTO DE TRANSPORTES E GEOTECNIA -TRN;6A1174F8069367C29F1B68DE2B7943FB;A;24A|69C;4;5;4;5;5;4;5;5;5;5;5;4;5;3;5
2018;3;DOCENTE_TURMA;D59286A9668A013A05A0FBA408E068EF;DEPTO DE TRANSPORTES E GEOTECNIA -TRN;57C286868B430D18AD1A6C738845EDF1;S;24A;4;4;4;5;5;4;5;5;5;5;5;3;5;5;5
2018;3;DOCENTE_TURMA;A876DA713DDC5E42CFA5B36C44E97650;DEPTO DE FST DO IDOSO,DO ADULTO E MATERNO-INFANTIL;84C6DE844D48DAFBB88CC70C227854E4;A;20A;4;4;4;3;4;3;4;5;5;5;5;4;5;5;5
2018;3;DOCENTE_TURMA;8390377369F3B1EF4D1618E434D57F0B;DEPTO DE FST DO IDOSO,DO ADULTO E MATERNO-INFANTIL;B4AB1F751663BE3227AC7EFC591618CA;A;20A;4;4;3;4;4;3;4;5;5;4;4;3;4;2;5
2018;3;DOCENTE_TURMA;C043C04710DDBDE577AFF8DF776A4B77;DEPTO DE FST CARDIORRESPIRATÓRIA E MÚSCULOESQUELÉTICA;BD275F2AA69106B85D06BD024B1BC9A5;A;20A;1;2;2;3;5;4;3;5;5;5;5;3;5;5;5
2018;3;DOCENTE_TURMA;B751A0A68918DE7F3A0F832500CFD05B;DEPTO DE FUNDAM.MÉTODOS E RECURSOS EM FISIOTERAPIA;D3151AE099B4F725713D0F0B8A1562FB;A;15A|20A|23A|32A|64A;5;4;4;5;4;3;5;5;4;5;5;5;5;4;5
2018;3;DOCENTE_TURMA;B221B9164D6D59C62D524467A21AE833;DEPTO DE FUNDAM.MÉTODOS E RECURSOS EM FISIOTERAPIA;1D7C59BE6A29F34B53D849282FD3C956;A;20A;2;2;2;5;5;4;4;4;5;4;4;5;5;4;5
2018;3;DOCENTE_TURMA;EB83EAB89B3A9A12BA1FEE13CF2F2DDD;DEPTO DE HISTORIA /ICH;3860231C8B1C41F453AF845CB73B5F90;A;CDARA|04A|11ABI|28ABI|66A|73A;3;3;4;5;5;5;4;5;5;4;5;5;5;5;5
2018;3;DOCENTE_TURMA;EB83EAB89B3A9A12BA1FEE13CF2F2DDD;DEPTO DE HISTORIA /ICH;F174211F10859E3A20E00AF09568591F;A;04A|11ABI|11B|11L|28ABI|28L;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5
2018;3;DOCENTE_TURMA;3AF12A962F180B11AC763B1A3B7ED561;DEPTO DE HISTORIA /ICH;21FED5A9E6D49B3D9D954071FEBD9591;A;11ABI|11B|11L|28ABI|28L;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5
2018;3;DOCENTE_TURMA;B429E91319182ADC6362B149D751FBB6;DEPTO DE HISTORIA /ICH;DD9AFCDC1DAE5BBCBEA2C3C264A5F2C4;A;11ABI|11B|11L|28A|28ABI|28B|28L|73A;3;3;3;5;4;4;3;5;5;4;4;4;4;4;5
2018;3;DOCENTE_TURMA;AFF1D870F65DFF18195E3C6BFDBE7BF1;DEPTO DE LETRAS ESTRANGEIRAS MODERNAS;7FF32321A71902E08D74123E4460E77E;A;13ABI|13LES|13LFR|13LIN|13LLT|13LPO|13LPO/LT|29ABI|29LPO;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2018;3;DOCENTE_TURMA;DC40A217BD091F9A20DDAFC5CC2F4BDA;DEPTO DE LETRAS ESTRANGEIRAS MODERNAS;3C67BD610DCE1A32957D619713042D25;A;CDARA|04A|13ABI|13B|13LES|13LIN|13LPO|13LPO/FR|17A|29ABI|29LIN|29LPO|88A;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2018;3;DOCENTE_TURMA;DC40A217BD091F9A20DDAFC5CC2F4BDA;DEPTO DE LETRAS ESTRANGEIRAS MODERNAS;77A4EA10267608CD711A16A6B16E7D4B;A;01A|01L|04A|13ABI|13B|13LFR|15A|24A|29ABI|33A|34A;4;3;3;5;4;5;4;5;5;5;4;5;5;5;5
2018;3;DOCENTE_TURMA;DC40A217BD091F9A20DDAFC5CC2F4BDA;DEPTO DE LETRAS ESTRANGEIRAS MODERNAS;37C13B2F6B0D8E33094F5C8A95516D9A;A;13ABI|13B|13LFR;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2018;3;DOCENTE_TURMA;4B10A6FADC2D8E7743FA5AD6E1026123;DEPTO DE MATEMATICA /ICE;78523CA94A59586B83435F615461A465;D;24A|65A|65AB|65AC|65AE|65AF|65B|65C|65D|65E|65F|65FL;4;3;4;5;5;3;4;5;5;3;3;3;5;5;4
2018;3;DOCENTE_TURMA;4B10A6FADC2D8E7743FA5AD6E1026123;DEPTO DE MATEMATICA /ICE;BF48E832877242666F8F7DBCF5314B8F;E;09A|25A|35A|49A|50A|65A|65AB|65AC|65AD|65AE|65AF|65AH|65AI|65AJ|65AK|65AL|65B|65D|65E|65F|69A|69B|69C|69D|70A|82A;1;1;1;5;5;3;0;5;0;3;3;0;5;5;0
2018;3;DOCENTE_TURMA;4B10A6FADC2D8E7743FA5AD6E1026123;DEPTO DE MATEMATICA /ICE;5F32613DF417EA7774CCDDE948FD106C;C;CDARA|69A|69C|69D|71A|76A;3;2;2;5;5;3;4;5;5;3;3;3;5;5;4
2018;3;DOCENTE_TURMA;4B10A6FADC2D8E7743FA5AD6E1026123;DEPTO DE MATEMATICA /ICE;BC29B38FA767CCD0F8842BF05D96070B;B;05A|07A|26A|46A|51A|77A|78A;1;1;1;5;5;3;0;5;0;2;2;0;5;5;0
2018;3;DOCENTE_TURMA;2A1CA82E0246B31456B49628C9C3A610;DEP DE DIREITO PUBLICO FORMAL ETICA PROFISSIONAL;93F7B1FA2E5201C9AE788B0E87758614;M;04A|34A;4;4;4;5;5;4;2;5;4;5;4;4;5;5;5
2018;3;DOCENTE_TURMA;9762D71CAC7CD419AE51157380F6B8D1;DEPTO DE DIREITO PRIVADO /DIR;9B070D87F6E6BE692D73BA64B6180A43;M;04A|34A|99A;4;5;4;4;5;3;3;5;5;5;4;5;4;3;5
2018;3;DOCENTE_TURMA;9762D71CAC7CD419AE51157380F6B8D1;DEPTO DE DIREITO PRIVADO /DIR;9B070D87F6E6BE692D73BA64B6180A43;N;04A|34A|99A;4;5;4;4;5;3;3;5;5;5;4;5;4;3;5
2018;3;DOCENTE_TURMA;85D9D32FEE8F53C2BAC04FF52381B4AA;DEPTO DE ENFERMAGEM APLICADA /ENF;FAF10294A406EC40CAB89EA8AF4E0F30;B;23A;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5
2018;3;DOCENTE_TURMA;85D9D32FEE8F53C2BAC04FF52381B4AA;DEPTO DE ENFERMAGEM APLICADA /ENF;C17F19167FDFB03ADB9F3910FE169B3D;A;CDARA|23A;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5
2018;3;DOCENTE_TURMA;008CF7AE07E712A1A7EA9D795AA1830F;DEPTO DE ENFERMAGEM BASICA /ENF;4A583F1C67B34AB3139F0D35B83ECEE2;A;23A;4;4;4;5;5;5;5;5;5;5;5;4;5;5;5
2018;3;DOCENTE_TURMA;008CF7AE07E712A1A7EA9D795AA1830F;DEPTO DE ENFERMAGEM BASICA /ENF;5045B76FD0176523AADF50EF7D2855DD;A;23A;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5
2018;3;DOCENTE_TURMA;008CF7AE07E712A1A7EA9D795AA1830F;DEPTO DE ENFERMAGEM BASICA /ENF;5045B76FD0176523AADF50EF7D2855DD;D;23A;4;4;4;5;5;5;5;5;5;4;5;4;5;5;5
2018;3;DOCENTE_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE ECONOMIA E FINANCAS /ECO;2398B0FE3D60B55D6A7259329B2F757E;A;CDARA|04A|07A|10A|10ABI|10L|17A|19A|23A|24A|26A|27ABI|34A|46A|49A|64A|65A|65AD|65AF|65AM|65D|65F|65FL|67A|69A|72A|73A|77A|78A|99A;3;5;3;5;5;5;5;5;5;5;5;5;5;5;5
2018;3;DOCENTE_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE ECONOMIA E FINANCAS /ECO;2398B0FE3D60B55D6A7259329B2F757E;B;CDARA|04A|10B|24A|26A|27L|34A|35A|46A|48A|49A|64A|65A|65AD|65AF|65AH|65D|65F|68A|69A|69D|70A|72A|72D|73A|76A|77A|78A;3;5;3;5;5;5;5;5;5;5;5;5;5;5;5
2018;3;DOCENTE_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;BFEFD2F7EDDC31D34853DA6F321B40BB;B;64A|74B;3;5;3;5;5;5;5;5;5;5;5;5;5;5;5
2018;3;DOCENTE_TURMA;988B7C42E794068F53FEA492BEDF5651;DEPTO DE ECONOMIA E FINANCAS /ECO;2A9421F264CD9F9D2D85781E0A255CAD;A;05A|26A|46A|51A;4;3;3;5;5;5;4;5;5;5;5;5;4;5;5
2018;3;DOCENTE_TURMA;6590D1F3ACD5B474A4A35B36CD915054;DEPTO DE ECONOMIA E FINANCAS /ECO;B7AC4C7B44141EAE4E09784957647BC6;A;05A|10B|10L|27L|51A;4;4;4;5;5;4;4;5;5;5;5;5;5;5;5
2018;3;DOCENTE_TURMA;6590D1F3ACD5B474A4A35B36CD915054;DEPTO DE ECONOMIA E FINANCAS /ECO;7C603A2F9ECC519F778AE4F0589B0C9E;A;05A|46A|51A;4;4;4;5;5;4;4;5;5;5;5;5;5;5;5
2018;3;DOCENTE_TURMA;435F76011F5DB8F8FC06C71EA01C4EAF;DEPTO DE CIRCUITOS ELETRICOS /ENG;2F421D9C9945579673B21F1F4B966711;B;65AH|65AJ|65J|69A|69B|69C|69D|70A;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5
2018;3;DOCENTE_TURMA;435F76011F5DB8F8FC06C71EA01C4EAF;DEPTO DE ENERGIA ELETRICA /ENG;D454C922D2305CBA177C9D33FC85711B;A;25A|50A|65AH|65AJ|65H|65J|69A|69B|69C|70A;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5
2018;3;DOCENTE_TURMA;080362C92F19CA58D0E35E9FE8FB5B04;DEPTO DE ENGENHARIA DE PRODUÇÃO E MECÂNICA;E4FFC572ECA9EE9325EDF9943D72C5E9;A;49A|69A|70A;3;3;3;4;4;4;5;3;4;5;4;4;4;3;5
2018;3;DOCENTE_TURMA;080362C92F19CA58D0E35E9FE8FB5B04;DEPTO DE ENGENHARIA DE PRODUÇÃO E MECÂNICA;7CD813E8AF9FCAF4F483B3D886278F38;A;49A|65AM|65M|71A;4;4;3;0;0;2;4;3;5;5;4;4;5;3;5
2018;3;DOCENTE_TURMA;080362C92F19CA58D0E35E9FE8FB5B04;DEPTO DE ENGENHARIA DE PRODUÇÃO E MECÂNICA;42DC0FAFE5A26C578A30ABB9FA649028;B;65A|65AM|71A;5;4;4;4;4;4;5;3;4;5;5;4;4;3;5
2018;3;DOCENTE_TURMA;080362C92F19CA58D0E35E9FE8FB5B04;DEPTO DE ENGENHARIA DE PRODUÇÃO E MECÂNICA;42DC0FAFE5A26C578A30ABB9FA649028;C;65A|65AM|71A;5;4;4;4;4;4;5;3;4;5;5;4;4;3;5
2018;3;DOCENTE_TURMA;93ABD36C391EC491E346A68FCC2B94A3;DEPTO DE CONSTRUCAO CIVIL /ENG;B75E63024E6E61CAA28F3900C336EA77;A;24A|65A|69C|69D;4;4;3;5;5;5;5;5;5;2;2;4;5;5;5
2018;3;DOCENTE_TURMA;93ABD36C391EC491E346A68FCC2B94A3;DEPTO DE CONSTRUCAO CIVIL /ENG;3480D53143CFBC36850014DFD7403886;A;24A;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5
2018;3;DOCENTE_TURMA;93ABD36C391EC491E346A68FCC2B94A3;DEPTO DE CONSTRUCAO CIVIL /ENG;DD8C73901C2A8043822C5FC9353E19B7;A;24A|65A;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5
2018;3;DOCENTE_TURMA;4FB2ACECF8699C1F26EFDEFCCCA38E8E;DEPTO DE ESTATISTICA /ICE;70234A18873B89C91007EF87223A2675;A;24A|35A|65A|65AB|65AC|65AJ|65B|65D|67A|69A|69B|69C|69D|70A;5;4;4;5;5;3;4;5;4;4;5;4;5;4;5
2018;3;DOCENTE_TURMA;EE76A2F050D2E98CEFCC31746A501E12;DEPTO DE ESTATISTICA /ICE;C5818CF916927EE019D2D0E38C5476CF;A;07A|15A|15B;4;5;4;5;5;3;4;5;5;4;5;4;5;5;5
2018;3;DOCENTE_TURMA;EE76A2F050D2E98CEFCC31746A501E12;DEPTO DE ESTATISTICA /ICE;C5818CF916927EE019D2D0E38C5476CF;B;15A|15B;4;5;4;5;5;3;4;5;5;4;5;4;5;5;5
2018;3;DOCENTE_TURMA;EE76A2F050D2E98CEFCC31746A501E12;DEPTO DE ESTATISTICA /ICE;5AF92E932C1F4C2E61D0D36AF78DC140;A;65A|65AD|65D;5;4;4;5;5;5;5;5;5;5;5;4;5;5;5
2018;3;DOCENTE_TURMA;626C45B1228F4422A05D10EB635CB3CA;DEPTO DE MECANICA APLICADA E COMPUTACIONAL;D6EBA41C802A8E8CAA57EF0B818D6714;B;24A|65A|65AB|65AM|69C|71A;4;3;4;5;5;5;5;5;5;5;5;5;5;5;5
2018;3;DOCENTE_TURMA;626C45B1228F4422A05D10EB635CB3CA;DEPTO DE MECANICA APLICADA E COMPUTACIONAL;76B3C2AFF3519A6E464D66F208CEB2E1;A;65AB|65AM|65B|65M|71A;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2018;3;DOCENTE_TURMA;5E3258340B005207C9551BB07FE6010D;DEPTO DE FISICA /ICE;FB8DE71BD7C7FA06F1A9932CFDF8D64D;A;61H|65AE|65E;2;1;1;5;5;4;0;5;5;5;5;5;5;5;5
2018;3;DOCENTE_TURMA;5E3258340B005207C9551BB07FE6010D;DEPTO DE FISICA /ICE;E1C32CEB95A98C15E1B262BE8C08C862;A;65A|65AD|65AE|65D|65E|81A;2;4;2;5;4;4;0;5;5;5;5;4;5;0;5
2018;3;DOCENTE_TURMA;5E3258340B005207C9551BB07FE6010D;DEPTO DE FISICA /ICE;9BC015F30840261BC29B7983C8D588FC;A;65AE|65E;3;3;3;5;5;5;3;5;5;5;5;4;5;0;5
2018;3;DOCENTE_TURMA;C8C275EC2D922C5008A71FE3835C6292;DEPTO DE FISICA /ICE;05F72060F32093E668DDFA94E2F76474;A;61H|65AE|65E;5;4;4;4;5;5;4;5;5;5;5;5;5;3;5
2018;3;DOCENTE_TURMA;B7F4185CCDCCFAD075EA43EDECC710C9;DEPTO DE FISICA /ICE;13F6EC841FB8AB100EBE3E01B42BE83D;A;65AE|65E;5;4;4;5;5;4;4;5;5;5;5;5;5;3;5
2018;3;DOCENTE_TURMA;B7F4185CCDCCFAD075EA43EDECC710C9;DEPTO DE FISICA /ICE;EEC0ADED8FAB6A1CB7AA231D771B1EDF;A;59C|61A|61B|61C|61D|61E|61F|61G|61H|61I|81A;5;4;4;5;5;4;4;5;5;5;5;5;5;3;5
2018;3;DOCENTE_TURMA;B7F4185CCDCCFAD075EA43EDECC710C9;DEPTO DE FISICA /ICE;0A6A29A2AB4821673020F938C9F25B0E;A;61A|61B|61C|61D|61E|61F|61G|61H|61I|62A|62C|62D|62E|62G|62J|62K|62L|62M|62N|62O|62P|81A;4;4;3;5;5;4;4;5;5;4;5;5;5;3;5
2018;3;DOCENTE_TURMA;771EC5FB1F76BB8BAAF3D49A01862B9E;DEPTO DE CIENCIA DA RELIGIAO /ICH;43ADBBD5A68EB4D17D701A959E3BFE4D;A;CDARA|72A|73A|73B|73BL;5;5;5;5;5;4;5;5;5;5;5;5;2;5;5
2018;3;DOCENTE_TURMA;EAD8C4E767992241C3950F010ABD6F92;DEPTO DE CIENCIA DA COMPUTACAO /ICE;0C4EB660B97459CA66165DF661587F1E;A;35A|65A|65AC|65B|65C|76A;3;5;4;5;5;5;4;5;5;4;4;5;5;5;5
2018;3;DOCENTE_TURMA;2F448382C5CB080201AF6FA286BF5472;DEPTO FUNDAMENTOS / EFID;2E94B3900D527CD63FB1DD2085B52054;A;21A;4;4;5;5;5;4;5;5;5;5;5;5;4;5;5
2018;3;DOCENTE_TURMA;2F448382C5CB080201AF6FA286BF5472;DEPTO DESPORTOS / EFID;FB7771B42DBD3B353FA13B57C1BABE67;A;21A;4;3;5;5;5;4;5;5;5;4;4;5;4;5;5
2018;3;DOCENTE_TURMA;2F448382C5CB080201AF6FA286BF5472;DEPTO DESPORTOS / EFID;E082CCA30CDC8F3D6DEE1FA2CF85D2B1;A;21A;4;3;5;5;4;4;4;5;5;4;4;5;4;5;5
2018;3;DOCENTE_TURMA;27005703E82BCE06403A3FBC3976741D;DEPTO DESPORTOS / EFID;BC4B8433C4FA5454667C3A74FEE4A977;A;21A|21ABI;5;4;4;5;5;5;4;5;4;5;5;5;5;5;5
2018;3;DOCENTE_TURMA;27005703E82BCE06403A3FBC3976741D;DEPTO DESPORTOS / EFID;614F5293EEC41F694F640AB7F132617E;A;21A|21ABI;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5
2018;3;DOCENTE_TURMA;EFB255B42FCCF17DDFF736196A36F150;DEPTO DESPORTOS / EFID;F96E9AADAFE82955AAA411A07215B42A;A;CDARA|21A|21ABI;3;3;3;5;5;4;5;5;5;4;4;5;4;4;5
2018;3;DOCENTE_TURMA;9D98E4CE072B93D413A486C04CFDD172;DEPTO CIENCIAS FARMACEUTICAS;B2ED6C1088AD37A356A3F7E60A78893A;A;CDARA|01B|07A|23A;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5
2018;3;DOCENTE_TURMA;9D98E4CE072B93D413A486C04CFDD172;DEPTO CIENCIAS FARMACEUTICAS;399E28ADFF062AD0FE1B20809DBA9B76;A;01B|07A|23A;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2018;3;DOCENTE_TURMA;F38A48C5981D0755F07D3363DB96A1D7;DEPTO DE ARTES /IAD;CC8B47706CE91E0532C86B4A18D2C8AA;B;CDARA|66A|72A;5;4;5;5;5;4;5;5;5;5;5;5;0;0;5
2018;3;DOCENTE_TURMA;F38A48C5981D0755F07D3363DB96A1D7;DEPTO DE ARTES /IAD;75F01A179EA03EA776B8BE11ACED44D3;A;66A;5;4;4;5;5;4;5;5;5;5;5;5;0;0;5
2018;3;DOCENTE_TURMA;F38A48C5981D0755F07D3363DB96A1D7;DEPTO DE ARTES /IAD;5FB24704273D198816A4AF52C3680DDA;C;66A|66C|66F;3;4;2;5;5;5;5;5;5;5;5;5;0;0;5
2018;3;DOCENTE_TURMA;B2295D00F0855588EB0F2596893B0758;DEPTO DE ARTES /IAD;0848FAF0BCB712D16559AD498CF67487;A;66A|66C|66E;5;4;5;5;5;4;5;5;4;5;4;5;5;3;5
2018;3;DOCENTE_TURMA;B2295D00F0855588EB0F2596893B0758;DEPTO DE ARTES /IAD;1E89A5E3F4726B9C1C714CDF056CE854;A;66A|66C|66F;5;4;5;5;5;4;5;4;4;4;4;5;4;3;5
2018;3;DOCENTE_TURMA;C3D672C7D78BA37040EF102C42E39AD7;DEPTO CIENCIAS FARMACEUTICAS;306F82955A9B83EC85BB76DF08B48FCB;A;07A;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5
2018;3;DOCENTE_TURMA;189BAFC2A6B2550B3252B9593890E3BC;DEPTO DE CONSTRUCAO CIVIL /ENG;1FC5DD18056D20BF9E88ACD5FE0BFE15;B;67A;5;4;5;5;5;5;4;4;4;4;5;3;5;5;5
2018;3;DOCENTE_TURMA;189BAFC2A6B2550B3252B9593890E3BC;DEPTO DE CONSTRUCAO CIVIL /ENG;6F681CF6709C5AC5E84A99CCA67DED2E;A;24A|33A;4;4;4;5;5;5;4;4;4;5;5;3;5;5;5
2018;3;DOCENTE_TURMA;7C56745AEF2E854064C45D99A924D5EA;DEPTO DE BIOLOGIA /ICB;014C9F7227F9A7C6FB93D2B170A555D1;A;CDARA|01ABI|01L;4;5;4;5;5;4;5;5;5;5;5;5;5;5;5
2018;3;DOCENTE_TURMA;7C56745AEF2E854064C45D99A924D5EA;DEPTO DE BIOLOGIA /ICB;2689CA96AB85C363817A8230BA4AE7DF;B;CDARA|01ABI|01B|01L;4;5;4;5;5;4;5;5;5;5;5;5;5;5;5
2018;3;DOCENTE_TURMA;A02C7EB1A61C3BCDE09C072CEA731863;DEPTO DE BIOLOGIA /ICB;8380AFF90ED95DF2940F4D00A169A18A;A;01ABI|01B|01L;5;4;4;5;5;5;5;5;5;5;5;5;4;4;5
2018;3;DOCENTE_TURMA;A02C7EB1A61C3BCDE09C072CEA731863;DEPTO DE BIOLOGIA /ICB;8380AFF90ED95DF2940F4D00A169A18A;I;01ABI|01B|01L;5;5;4;5;5;5;5;5;5;5;5;5;4;4;5
